_id,uid,number,bookedBikes,bikes,bikeList,lat,lng,name
201,16341102,15200,0,3,"[{""active"": true, ""number"": ""57382"", ""bikeType"": 71}, {""active"": true, ""number"": ""57195"", ""bikeType"": 71}, {""active"": true, ""number"": ""650906"", ""bikeType"": 71}, {""active"": true, ""number"": ""651230"", ""bikeType"": 71}]",51.14323,16.86627,"Wrocław Leśnica, stacja kolejowa"
191,16340824,15190,0,16,"[{""active"": true, ""number"": ""57981"", ""bikeType"": 71}, {""active"": true, ""number"": ""57900"", ""bikeType"": 71}, {""active"": true, ""number"": ""57871"", ""bikeType"": 71}, {""active"": true, ""number"": ""57774"", ""bikeType"": 71}, {""active"": true, ""number"": ""57722"", ""bikeType"": 71}, {""active"": true, ""number"": ""57721"", ""bikeType"": 71}, {""active"": true, ""number"": ""57628"", ""bikeType"": 71}, {""active"": true, ""number"": ""57463"", ""bikeType"": 71}, {""active"": true, ""number"": ""57448"", ""bikeType"": 71}, {""active"": true, ""number"": ""57322"", ""bikeType"": 71}, {""active"": true, ""number"": ""650998"", ""bikeType"": 71}, {""active"": true, ""number"": ""650918"", ""bikeType"": 71}, {""active"": true, ""number"": ""650429"", ""bikeType"": 71}, {""active"": true, ""number"": ""650386"", ""bikeType"": 71}, {""active"": true, ""number"": ""650119"", ""bikeType"": 71}, {""active"": true, ""number"": ""650013"", ""bikeType"": 71}]",51.109457,17.097924,Partyzantów / Okrzei
192,16340849,15191,0,15,"[{""active"": true, ""number"": ""57669"", ""bikeType"": 71}, {""active"": true, ""number"": ""57578"", ""bikeType"": 71}, {""active"": true, ""number"": ""57530"", ""bikeType"": 71}, {""active"": true, ""number"": ""57470"", ""bikeType"": 71}, {""active"": true, ""number"": ""57465"", ""bikeType"": 71}, {""active"": true, ""number"": ""57349"", ""bikeType"": 71}, {""active"": true, ""number"": ""57226"", ""bikeType"": 71}, {""active"": true, ""number"": ""57050"", ""bikeType"": 71}, {""active"": true, ""number"": ""57049"", ""bikeType"": 71}, {""active"": true, ""number"": ""57010"", ""bikeType"": 71}, {""active"": true, ""number"": ""650870"", ""bikeType"": 71}, {""active"": true, ""number"": ""650751"", ""bikeType"": 71}, {""active"": true, ""number"": ""650398"", ""bikeType"": 71}, {""active"": true, ""number"": ""650166"", ""bikeType"": 71}, {""active"": true, ""number"": ""650009"", ""bikeType"": 71}]",51.089572,17.045321,Hubska / Prudnicka
193,16340867,15192,0,6,"[{""active"": true, ""number"": ""57965"", ""bikeType"": 71}, {""active"": true, ""number"": ""57631"", ""bikeType"": 71}, {""active"": true, ""number"": ""650999"", ""bikeType"": 71}, {""active"": true, ""number"": ""650930"", ""bikeType"": 71}, {""active"": true, ""number"": ""650162"", ""bikeType"": 71}, {""active"": true, ""number"": ""650018"", ""bikeType"": 71}]",51.05864,17.05717,Jagodzińska / Buforowa
194,16340877,15193,0,6,"[{""active"": true, ""number"": ""57854"", ""bikeType"": 71}, {""active"": true, ""number"": ""57852"", ""bikeType"": 71}, {""active"": true, ""number"": ""650735"", ""bikeType"": 71}, {""active"": true, ""number"": ""650609"", ""bikeType"": 71}, {""active"": true, ""number"": ""650448"", ""bikeType"": 71}, {""active"": true, ""number"": ""650113"", ""bikeType"": 71}]",51.103854,17.03678,Kołłątaja / Podwale
195,16340895,15194,0,4,"[{""active"": true, ""number"": ""57607"", ""bikeType"": 71}, {""active"": true, ""number"": ""57026"", ""bikeType"": 71}, {""active"": true, ""number"": ""650415"", ""bikeType"": 71}, {""active"": true, ""number"": ""650372"", ""bikeType"": 71}]",51.071275,17.090906,Opolska / Siemianowicka
196,16340965,15195,0,5,"[{""active"": true, ""number"": ""57661"", ""bikeType"": 71}, {""active"": true, ""number"": ""57135"", ""bikeType"": 71}, {""active"": true, ""number"": ""57055"", ""bikeType"": 71}, {""active"": true, ""number"": ""57009"", ""bikeType"": 71}, {""active"": true, ""number"": ""650636"", ""bikeType"": 71}]",51.11289,17.03971,Piaskowa / św. Ducha
197,16340992,15196,0,4,"[{""active"": true, ""number"": ""57541"", ""bikeType"": 71}, {""active"": true, ""number"": ""57052"", ""bikeType"": 71}, {""active"": true, ""number"": ""650628"", ""bikeType"": 71}, {""active"": true, ""number"": ""650072"", ""bikeType"": 71}]",51.109433,16.969097,Klecińska / Duńska
198,16341011,15197,0,3,"[{""active"": true, ""number"": ""57471"", ""bikeType"": 71}, {""active"": true, ""number"": ""650791"", ""bikeType"": 71}, {""active"": true, ""number"": ""650150"", ""bikeType"": 71}, {""active"": true, ""number"": ""650070"", ""bikeType"": 71}]",51.10823,17.02138,pl. Orląt Lwowskich
199,16341025,15198,0,7,"[{""active"": true, ""number"": ""57445"", ""bikeType"": 71}, {""active"": true, ""number"": ""57154"", ""bikeType"": 71}, {""active"": true, ""number"": ""650528"", ""bikeType"": 71}, {""active"": true, ""number"": ""650498"", ""bikeType"": 71}, {""active"": true, ""number"": ""650367"", ""bikeType"": 71}, {""active"": true, ""number"": ""650264"", ""bikeType"": 71}, {""active"": true, ""number"": ""650151"", ""bikeType"": 71}]",51.09009,17.0235,Komandorska / Kamienna
200,16341036,15199,0,3,"[{""active"": true, ""number"": ""57559"", ""bikeType"": 71}, {""active"": true, ""number"": ""57513"", ""bikeType"": 71}, {""active"": true, ""number"": ""57385"", ""bikeType"": 71}]",51.13707,16.94095,"Wrocław Stadion, stacja kolejowa"
202,22825828,15167,0,5,"[{""active"": true, ""number"": ""57858"", ""bikeType"": 71}, {""active"": true, ""number"": ""57652"", ""bikeType"": 71}, {""active"": true, ""number"": ""57342"", ""bikeType"": 71}, {""active"": true, ""number"": ""57293"", ""bikeType"": 71}, {""active"": true, ""number"": ""650914"", ""bikeType"": 71}]",51.118030730849,17.095563411713,Stadion Olimpijski
203,24830878,15254,0,2,"[{""active"": true, ""number"": ""57625"", ""bikeType"": 71}, {""active"": true, ""number"": ""650409"", ""bikeType"": 71}]",51.129565,16.989853,Popowice
204,27523182,15255,0,2,"[{""active"": true, ""number"": ""57597"", ""bikeType"": 71}, {""active"": true, ""number"": ""650172"", ""bikeType"": 71}]",51.05687,17.03236,Grota-Roweckiego/Iwaszkiewicza
205,27523205,15256,0,0,,51.13197,17.11071,Kowalska/Lechitów
206,27523212,15257,0,9,"[{""active"": true, ""number"": ""57708"", ""bikeType"": 71}, {""active"": true, ""number"": ""57545"", ""bikeType"": 71}, {""active"": true, ""number"": ""57410"", ""bikeType"": 71}, {""active"": true, ""number"": ""57353"", ""bikeType"": 71}, {""active"": true, ""number"": ""57213"", ""bikeType"": 71}, {""active"": true, ""number"": ""650981"", ""bikeType"": 71}, {""active"": true, ""number"": ""650946"", ""bikeType"": 71}, {""active"": true, ""number"": ""650833"", ""bikeType"": 71}, {""active"": true, ""number"": ""650734"", ""bikeType"": 71}]",51.15472,17.04376,Kamieńskiego
207,27524242,15258,0,8,"[{""active"": true, ""number"": ""57998"", ""bikeType"": 71}, {""active"": true, ""number"": ""57608"", ""bikeType"": 71}, {""active"": true, ""number"": ""57548"", ""bikeType"": 71}, {""active"": true, ""number"": ""650729"", ""bikeType"": 71}, {""active"": true, ""number"": ""650697"", ""bikeType"": 71}, {""active"": true, ""number"": ""650579"", ""bikeType"": 71}, {""active"": true, ""number"": ""650458"", ""bikeType"": 71}, {""active"": true, ""number"": ""650199"", ""bikeType"": 71}]",51.165419,16.920266,Lubelska/Łukowska
208,27524256,15259,0,3,"[{""active"": true, ""number"": ""57787"", ""bikeType"": 71}, {""active"": true, ""number"": ""57386"", ""bikeType"": 71}, {""active"": true, ""number"": ""650312"", ""bikeType"": 71}]",51.12776,17.10254,Kwidzyńska pętla
209,27524262,15260,0,2,"[{""active"": true, ""number"": ""57563"", ""bikeType"": 71}, {""active"": true, ""number"": ""650387"", ""bikeType"": 71}]",51.09761,17.06855,Rakowiecka
210,27524282,15261,0,13,"[{""active"": true, ""number"": ""57769"", ""bikeType"": 71}, {""active"": true, ""number"": ""57739"", ""bikeType"": 71}, {""active"": true, ""number"": ""57701"", ""bikeType"": 71}, {""active"": true, ""number"": ""57429"", ""bikeType"": 71}, {""active"": true, ""number"": ""57406"", ""bikeType"": 71}, {""active"": true, ""number"": ""57380"", ""bikeType"": 71}, {""active"": true, ""number"": ""57171"", ""bikeType"": 71}, {""active"": true, ""number"": ""650705"", ""bikeType"": 71}, {""active"": true, ""number"": ""650620"", ""bikeType"": 71}, {""active"": true, ""number"": ""650482"", ""bikeType"": 71}, {""active"": true, ""number"": ""650425"", ""bikeType"": 71}, {""active"": true, ""number"": ""650123"", ""bikeType"": 71}, {""active"": true, ""number"": ""651007"", ""bikeType"": 71}]",51.08,17.00773,Powstańców Śląskich/Orla
211,27524291,15262,0,2,"[{""active"": true, ""number"": ""57777"", ""bikeType"": 71}, {""active"": true, ""number"": ""650726"", ""bikeType"": 71}]",51.103778,17.05155,Angel 
212,27524326,15263,0,2,"[{""active"": true, ""number"": ""57999"", ""bikeType"": 71}, {""active"": true, ""number"": ""57603"", ""bikeType"": 71}]",51.09724,16.97512,Klecińska (Wrocław Grabiszyn)
213,27524338,15264,0,5,"[{""active"": true, ""number"": ""57834"", ""bikeType"": 71}, {""active"": true, ""number"": ""650821"", ""bikeType"": 71}, {""active"": true, ""number"": ""650774"", ""bikeType"": 71}, {""active"": true, ""number"": ""650533"", ""bikeType"": 71}, {""active"": true, ""number"": ""650251"", ""bikeType"": 71}]",51.11805,16.94632,Rogowska/Sukielicka
214,27524348,15265,0,8,"[{""active"": true, ""number"": ""57648"", ""bikeType"": 71}, {""active"": true, ""number"": ""57522"", ""bikeType"": 71}, {""active"": true, ""number"": ""57351"", ""bikeType"": 71}, {""active"": true, ""number"": ""57080"", ""bikeType"": 71}, {""active"": true, ""number"": ""650293"", ""bikeType"": 71}, {""active"": true, ""number"": ""650241"", ""bikeType"": 71}, {""active"": true, ""number"": ""650234"", ""bikeType"": 71}, {""active"": true, ""number"": ""651208"", ""bikeType"": 71}]",51.13863,16.97735,Kozanowska/Pałucka
215,27524358,15266,0,4,"[{""active"": true, ""number"": ""57119"", ""bikeType"": 71}, {""active"": true, ""number"": ""650868"", ""bikeType"": 71}, {""active"": true, ""number"": ""650167"", ""bikeType"": 71}, {""active"": true, ""number"": ""650160"", ""bikeType"": 71}]",51.07236,17.04294,Piławska
216,27524366,15267,0,4,"[{""active"": true, ""number"": ""57694"", ""bikeType"": 71}, {""active"": true, ""number"": ""57407"", ""bikeType"": 71}, {""active"": true, ""number"": ""57274"", ""bikeType"": 71}, {""active"": true, ""number"": ""650567"", ""bikeType"": 71}]",51.14518,17.11679,Gorlicka/Stanety
217,27524375,15268,0,5,"[{""active"": true, ""number"": ""57757"", ""bikeType"": 71}, {""active"": true, ""number"": ""57510"", ""bikeType"": 71}, {""active"": true, ""number"": ""57174"", ""bikeType"": 71}, {""active"": true, ""number"": ""650812"", ""bikeType"": 71}, {""active"": true, ""number"": ""650775"", ""bikeType"": 71}]",51.1277,17.11456,3M
218,27524387,15269,0,2,"[{""active"": true, ""number"": ""57925"", ""bikeType"": 71}, {""active"": true, ""number"": ""57339"", ""bikeType"": 71}]",51.07814,17.07026,Gazowa/Międzyleska
219,27524397,15270,0,6,"[{""active"": true, ""number"": ""57994"", ""bikeType"": 71}, {""active"": true, ""number"": ""57770"", ""bikeType"": 71}, {""active"": true, ""number"": ""57311"", ""bikeType"": 71}, {""active"": true, ""number"": ""650154"", ""bikeType"": 71}, {""active"": true, ""number"": ""650005"", ""bikeType"": 71}, {""active"": true, ""number"": ""651022"", ""bikeType"": 71}]",51.13894,17.02028,Bezpieczna/Jugosławiańska
220,27524407,15271,0,0,,51.1052,17.02123,Piłsudskiego 13 od Jump Hall
221,27524426,15272,0,1,"[{""active"": true, ""number"": ""650813"", ""bikeType"": 71}]",51.07217,17.05281,Bardzka (cmentarz)
